Customer_ID,Age,Gender,Occupation,Marital Status,Family Size,Income,Expenditure,Use Frequency,Loan Category,Loan Amount,Overdue, Debt Record, Returned Cheque, Dishonour of Bill
IB14470,29,MALE,NURSE,SINGLE,6,51199,15753,5,COMPUTER SOFTWARES,"331,716",3,57156,3,0
IB14472,44,FEMALE,PRODUCT ENGINEER,MARRIED,2,48613,21617,4,BUILDING,"723,932",5,10154,5,1
IB14472,56,MALE,TEACHER,MARRIED,7,34836,18984,4,ELECTRONICS,"692,037",2,42068,5,5
IB14476,29,MALE,SOFTWARE ENGINEER,SINGLE,5,30454,22210,4,SHOPPING,"763,036",6,37762,7,9
IB14479,34,MALE,BANK MANAGER,MARRIED,5,73070,26306,4,TRAVELLING,"887,941",4,10604,5,1
IB14480,55,MALE,AIRPORT OFFICER,MARRIED,7,56314,19648,7,EDUCATIONAL LOAN,"977,934",2,78193,9,0
IB14483,39,MALE,TEACHER,MARRIED,7,30801,23025,5,AUTOMOBILE,"745,310",1,60509,9,4
IB14486,51,FEMALE,BANK MANAGER,MARRIED,6,57697,15734,5,HOME APPLIANCES,"653,065",1,16304,6,7
IB14489,24,MALE,TEACHER,SINGLE,5,74609,20444,4,RESTAURANTS,"507,036",2,51858,0,3
IB14490,37,FEMALE,SYSTEM MANAGER,MARRIED,2,71477,28652,8,SHOPPING,"786,718",8,78821,1,5
IB14491,24,MALE,TEACHER,SINGLE,2,77923,,5,TRAVELLING,"625,226",5,34121,2,8
IB14493,24,FEMALE,SOFTWARE ENGINEER,SINGLE,3,,29521,7,GOLD LOAN,"1,015,508",7,89069,6,9
IB14495,44,MALE,DATA ANALYST,MARRIED,3,56036,16416,7,AUTOMOBILE,"723,504",4,54456,2,6
IB14497,30,MALE,ACCOUNT MANAGER,MARRIED,4,52568,17647,6,GOLD LOAN,"837,703",6,22579,2,9
IB14499,31,FEMALE,DRIVER,MARRIED,4,39431,24007,8,AUTOMOBILE,"753,881",4,73586,5,4
IB14501,49,MALE,CORPORATE OFFICER,MARRIED,2,48307,19509,7,SHOPPING,"609,193",5,41490,3,3
IB14503,56,MALE,ASSISTANT MANAGER,MARRIED,4,83357,24925,6,HOUSING,"808,369",9,32196,2,6
IB14505,54,FEMALE,DOCTOR,MARRIED,7,46921,21274,7,ELECTRONICS,"999,698",9,14360,1,2
IB14509,51,MALE,PRODUCT ENGINEER,MARRIED,6,62387,20925,4,AUTOMOBILE,"791,131",7,17412,6,9
IB14510,24,MALE,AIRPORT OFFICER,SINGLE,4,67445,23826,8,HOME APPLIANCES,"515,970",1,79454,6,2
IB14516,32,MALE,SYSTEM MANAGER,MARRIED,6,74757,16763,6,RESTAURANTS,"646,956",6,38067,0,5
IB14519,54,FEMALE,TEACHER,MARRIED,6,45916,17535,5,COMPUTER SOFTWARES,"738,313",1,86160,7,9
IB14521,45,MALE,SOFTWARE ENGINEER,MARRIED,5,,22583,5,RESTAURANTS,"851,351",3,89679,8,5
IB14526,59,MALE,DATA ANALYST,MARRIED,2,80438,27773,8,GOLD LOAN,"1,649,570",6,79727,1,4
IB14528,29,FEMALE,PROFESSOR,MARRIED,4,35247,25554,4,EDUCATIONAL LOAN,"618,956",2,19014,2,2
IB14530,34,MALE,DENTIST,MARRIED,7,41247,20755,6,GOLD LOAN,"227,503",3,80114,2,8
IB14533,55,FEMALE,TEACHER,MARRIED,3,34275,29967,7,BOOK STORES,"1,021,994",1,39955,1,9
IB14537,32,FEMALE,NURSE,MARRIED,5,46841,,4,ELECTRONICS,"736,842",3,79728,9,3
IB14539,54,MALE,PRODUCT ENGINEER,MARRIED,4,32859,18441,6,AUTOMOBILE,"945,654",4,42078,8,9
IB14541,29,FEMALE,TEACHER,MARRIED,5,75106,16733,6,HOME APPLIANCES,"1,190,732",7,57254,0,3
IB14543,44,MALE,SOFTWARE ENGINEER,MARRIED,4,39512,26373,7,RESTAURANTS,"1,177,000",9,48098,6,1
IB14552,32,FEMALE,DRIVER,MARRIED,3,42792,25854,9,GOLD LOAN,"15,350",3,64906,3,5
IB14557,54,FEMALE,PILOT,MARRIED,6,98640,43705,8,COMPUTER SOFTWARES,"1,769,239",8,20536,5,7
IB14559,38,FEMALE,TEACHER,MARRIED,5,82815,42751,9,HOUSING,"505,610",9,87828,4,4
IB14563,42,FEMALE,NAVY,SINGLE,3,86184,47555,3,AUTOMOBILE,"1,668,435",5,54235,6,1
IB14565,33,FEMALE,BUSINESS,MARRIED,3,45562,19473,5,HOUSING,"1,378,327",8,18187,5,3
IB14566,30,MALE,CHARTERED APPRAISER,MARRIED,2,81225,29463,4,GOLD LOAN,"1,389,600",3,30686,6,1
IB14568,44,FEMALE,TECHNICIAN,MARRIED,2,76379,28348,2,COMPUTER SOFTWARES,"1,456,414",7,32127,9,1
IB14571,33,MALE,POLICE,MARRIED,6,33763,31191,8,AUTOMOBILE,"260,038",4,49153,9,3
IB14574,36,FEMALE,DOCTOR,MARRIED,3,66820,22222,6,BUSINESS,"752,716",1,44979,4,4
IB14575,28,MALE,BUSINESS,MARRIED,5,35407,21876,9,GOLD LOAN,"177,459",4,56058,0,8
IB14579,58,MALE,CHARTERED APPRAISER,MARRIED,7,65630,30346,2,RESTAURANTS,"1,695,573",4,49538,2,3
IB14581,41,MALE,FARMER,SINGLE,5,76294,45744,8,BUILDING,"318,598",9,23866,8,9
IB14583,40,MALE,CLERK,MARRIED,7,78409,18566,6,TRAVELLING,"54,177",2,15938,7,3
IB14585,52,FEMALE,PILOT,SINGLE,7,91853,39629,4,RESTAURANT,"1,392,577",6,85269,4,8
IB14589,56,MALE,FARMER,SINGLE,3,51162,12591,9,AGRICULTURE,"104,758",3,75535,2,1
IB14590,58,MALE,DRIVER,SINGLE,5,45457,25922,6,GOLD LOAN,"905,203",4,30211,1,6
IB14593,40,MALE,DENTIST,SINGLE,7,49744,23564,5,COMPUTER SOFTWARES,"207,979",4,36588,3,2
IB14594,32,FEMALE,NAVY,SINGLE,7,78777,34159,7,AUTOMOBILE,"622,414",6,37436,2,9
IB14597,28,MALE,DIETICIAN,MARRIED,6,55617,22596,9,RESTAURANTS,"649,849",7,32176,0,6
IB14599,26,FEMALE,TECHNICIAN,MARRIED,6,41819,23703,5,GOLD LOAN,"1,496,478",3,16378,9,5
IB14601,44,MALE,POLICE,SINGLE,5,71214,12463,8,RESTAURANTS,"910,960",1,70423,2,8
IB14602,39,FEMALE,BANK MANAGER,SINGLE,6,55639,23775,9,HOUSING,"284,938",9,80269,3,8
IB14604,52,MALE,ACCOUNTANT,SINGLE,7,46086,27201,9,AGRICULTURE,"1,682,942",7,29654,5,8
IB14607,47,MALE,NAVY,MARRIED,5,70823,23243,2,DINNING,"537,238",6,37626,5,0
IB14609,29,FEMALE,PILOT,MARRIED,4,63745,17148,2,AUTOMOBILE,"1,406,697",8,74279,7,9
IB14611,49,MALE,AGRICULTURAL ENGINEER,SINGLE,7,81960,14724,4,BUSINESS,"649,933",8,20801,9,3
IB14615,59,MALE,DENTIST,MARRIED,5,81507,25958,3,AGRICULTURE,"831,263",1,63833,8,7
IB14617,39,FEMALE,PILOT,SINGLE,2,84553,36744,3,GOLD LOAN,"870,287",4,34551,5,0
IB14619,43,MALE,TEACHER,SINGLE,4,35020,26286,8,SHOPPING,"162,449",9,22862,3,3
IB14620,41,FEMALE,ARMY,MARRIED,5,93474,32845,4,GOLD LOAN,"324,055",6,63046,4,6
IB14623,39,MALE,DATA ENGINEER,SINGLE,2,74264,37747,5,RESTAURANTS,"321,040",1,55582,1,9
IB14626,53,MALE,SOFTWARE ENGINEER,MARRIED,2,52168,29991,2,GOLD LOAN,"343,770",7,20972,9,5
IB14629,47,FEMALE,DOCTOR,SINGLE,2,86072,22248,2,GOLD LOAN,"1,044,964",4,63105,7,2
IB14631,49,MALE,CLERK,MARRIED,3,57807,27179,4,GOLD LOAN,"568,811",5,23536,3,2
IB14633,30,FEMALE,SOFTWARE ENGINEER,MARRIED,7,62522,14748,9,COMPUTER SOFTWARES,"898,938",2,44000,4,6
IB14635,51,MALE,TEACHER,SINGLE,3,69961,27078,8,AUTOMOBILE,"208,327",7,13594,1,9
IB14637,45,FEMALE,FARMER,SINGLE,5,62304,34392,5,RESTAURANT,"549,605",9,12990,8,1
IB14639,40,FEMALE,DOCTOR,MARRIED,7,63495,12411,3,SHOPPING,"1,404,969",6,74273,4,8
IB14641,42,FEMALE,FARMER,MARRIED,5,96681,34686,6,TRAVELLING,"1,632,809",8,54198,7,4
IB14643,42,FEMALE,EXECUTIVE,MARRIED,4,63078,31903,3,EDUCATIONAL LOAN,"1,244,717",4,30314,6,9
IB14645,28,MALE,DIETICIAN,SINGLE,3,90863,16863,5,BUSINESS,"1,118,207",3,32059,2,4
IB14649,42,MALE,CLERK,MARRIED,2,34447,18409,2,AUTOMOBILE,"828,512",6,54143,3,8
IB14652,25,MALE,ARMY,MARRIED,3,95789,21107,2,GOLD LOAN,"1,474,593",2,73518,5,3
IB14653,46,FEMALE,BUSINESS,MARRIED,4,46477,43292,8,HOUSING,"1,268,582",6,70231,0,2
IB14655,52,FEMALE,BANK MANAGER,SINGLE,3,68918,30676,5,AUTOMOBILE,"1,265,945",5,16997,5,4
IB14657,44,FEMALE,NAVY,SINGLE,2,86269,25280,8,GOLD LOAN,"964,109",4,80308,0,7
IB14659,33,FEMALE,DRIVER,SINGLE,6,48332,20763,8,RESTAURANT,"899,714",7,66030,7,3
IB14663,26,MALE,PILOT,MARRIED,2,81714,43790,2,GOLD LOAN,"1,749,832",4,58061,6,9
IB14664,27,FEMALE,NAVY,MARRIED,7,63656,19910,3,BUSINESS,"937,743",6,54523,7,8
IB14667,30,MALE,AGRICULTURAL ENGINEER,SINGLE,6,85289,49481,3,HOUSING,"679,588",1,21091,3,3
IB14671,27,FEMALE,DIETICIAN,MARRIED,6,79079,32351,9,GOLD LOAN,"505,972",9,75523,2,5
IB14673,28,FEMALE,TEACHER,MARRIED,4,41673,19620,3,COMPUTER SOFTWARES,"570,664",4,43174,2,8
IB14675,56,MALE,AGRICULTURAL ENGINEER,MARRIED,4,88768,23866,3,AGRICULTURE,"560,187",5,31603,1,9
IB14679,37,MALE,SOFTWARE ENGINEER,MARRIED,4,80720,34362,8,RESTAURANTS,"453,798",7,85688,3,1
IB14681,40,MALE,AGRICULTURAL ENGINEER,MARRIED,7,98586,47790,2,GOLD LOAN,"1,724,031",6,75334,2,0
IB14682,38,FEMALE,DATA ENGINEER,MARRIED,3,47668,35078,2,COMPUTER SOFTWARES,"1,151,809",2,18320,4,1
IB14685,26,MALE,BANK MANAGER,SINGLE,5,29565,19490,9,HOUSING,"1,767,908",9,72653,4,6
IB14686,59,MALE,BUSINESS,MARRIED,6,37585,36062,4,GOLD LOAN,"1,672,628",1,13765,9,0
IB14689,47,FEMALE,CLERK,MARRIED,3,81182,25773,6,HOUSING,"755,157",3,41755,0,6
IB14691,43,FEMALE,POLICE,SINGLE,5,38501,48744,5,GOLD LOAN,"1,460,365",2,55397,9,0
IB14693,27,MALE,DOCTOR,SINGLE,7,28366,29258,2,GOLD LOAN,"1,659,986",9,20611,5,5
IB14695,31,FEMALE,DRIVER,MARRIED,2,35558,16169,2,GOLD LOAN,"1,268,932",4,48649,7,9
IB14697,39,FEMALE,NAVY,SINGLE,4,77699,12482,3,AUTOMOBILE,"1,410,206",9,57206,2,8
IB14699,45,FEMALE,SOFTWARE ENGINEER,SINGLE,4,98199,43464,9,ELECTRONICS,"1,719,010",3,86384,4,8
IB14702,59,FEMALE,NAVY,SINGLE,2,71171,26078,5,RESTAURANT,"456,808",6,58510,8,7
IB14704,48,MALE,EXECUTIVE,SINGLE,2,57460,48959,2,BUSINESS,"1,073,372",5,72858,1,5
IB14706,30,FEMALE,TEACHER,SINGLE,5,51564,20097,2,AUTOMOBILE,"722,907",2,56157,2,7
IB14707,26,FEMALE,BUSINESS,MARRIED,3,51508,22048,9,GOLD LOAN,"899,791",8,40479,0,9
IB14709,39,FEMALE,BUSINESS,MARRIED,6,63769,33186,6,GOLD LOAN,"954,392",8,81465,0,3
IB14711,28,MALE,SOFTWARE ENGINEER,MARRIED,2,71637,41083,3,EDUCATIONAL LOAN,"1,692,266",6,23537,8,9
IB14714,43,FEMALE,SOFTWARE ENGINEER,SINGLE,5,86970,30379,2,GOLD LOAN,"1,090,886",9,13994,5,7
IB14716,26,MALE,DIETICIAN,SINGLE,3,92425,43086,2,RESTAURANTS,"488,076",4,61227,5,2
IB14718,47,MALE,DOCTOR,SINGLE,4,77580,,3,SHOPPING,"339,171",9,84824,8,9
IB14719,42,FEMALE,PILOT,SINGLE,4,75993,22164,5,DINNING,"340,060",3,17476,4,7
IB14721,30,MALE,PILOT,SINGLE,2,76333,37037,3,BUSINESS,"1,042,400",2,34044,3,1
IB14722,31,FEMALE,SOFTWARE ENGINEER,MARRIED,2,69663,23569,4,BUSINESS,"1,723,786",9,47624,9,0
IB14725,34,MALE,SOFTWARE ENGINEER,MARRIED,7,49568,44010,9,RESTAURANT,"146,770",2,37354,9,3
IB14727,53,FEMALE,DATA ENGINEER,SINGLE,2,84862,12102,4,RESTAURANT,"233,604",9,46408,4,2
IB14729,58,MALE,CHARTERED APPRAISER,SINGLE,5,70952,15709,9,RESTAURANT,"204,833",5,20711,5,4
IB14731,45,MALE,BUSINESS,SINGLE,7,34444,45690,8,SHOPPING,"380,248",5,15020,2,4
IB14733,49,FEMALE,TEACHER,MARRIED,4,48192,36581,5,RESTAURANT,"236,617",7,21270,6,9
IB14736,38,FEMALE,ACCOUNTANT,SINGLE,5,75290,35549,9,HOUSING,"1,522,824",1,71187,7,2
IB14737,54,FEMALE,POLICE,SINGLE,6,62641,36687,4,HOUSING,"898,353",2,26901,1,3
IB14740,52,FEMALE,CHARTERED APPRAISER,SINGLE,6,65023,49118,7,RESTAURANTS,"1,670,805",7,45808,9,2
IB14741,34,FEMALE,CLERK,SINGLE,6,47550,25286,6,HOUSING,"696,818",1,49464,0,4
IB14743,44,MALE,TEACHER,MARRIED,2,65610,46683,9,BUSINESS,"828,744",7,71913,1,3
IB14745,26,FEMALE,CLERK,MARRIED,6,40883,14258,6,BUSINESS,"867,253",5,15947,8,8
IB14747,52,MALE,DOCTOR,MARRIED,2,51829,32429,6,BUSINESS,"1,643,435",8,16469,2,6
IB14749,28,FEMALE,DOCTOR,MARRIED,7,62600,22775,9,HOUSING,"950,922",8,28527,4,4
IB14751,27,FEMALE,DIETICIAN,SINGLE,2,84112,17725,7,BUSINESS,"312,602",6,44634,5,6
IB14753,59,FEMALE,CHARTERED APPRAISER,SINGLE,5,74179,31530,7,BUSINESS,"1,428,709",4,66854,2,6
IB14755,35,FEMALE,ACCOUNTANT,MARRIED,4,51568,29607,8,HOUSING,"1,013,760",2,33446,0,1
IB14758,41,MALE,TEACHER,SINGLE,2,46182,33404,9,RESTAURANTS,"1,337,967",4,75552,2,9
IB14761,26,FEMALE,BUSINESS,SINGLE,6,74775,27970,8,HOUSING,"879,114",2,47103,2,5
IB14763,37,MALE,CLERK,MARRIED,7,42751,21265,3,RESTAURANT,"203,787",7,70319,7,2
IB14765,34,MALE,ARMY,SINGLE,6,72271,32082,4,HOUSING,"625,194",7,19300,2,7
IB14766,27,FEMALE,EXECUTIVE,SINGLE,5,78975,49225,2,BUSINESS,"479,113",6,64563,1,5
IB14769,41,MALE,NAVY,MARRIED,4,82458,44055,7,DINNING,"649,056",6,40103,5,3
IB14771,44,FEMALE,POLICE,SINGLE,4,80769,41529,3,AGRICULTURE,"1,458,057",3,74975,5,1
IB14773,45,FEMALE,DENTIST,SINGLE,4,46196,26603,9,COMPUTER SOFTWARES,"841,132",7,60537,1,6
IB14775,58,MALE,POLICE,MARRIED,2,57319,30980,6,HOUSING,"1,488,726",7,57758,9,2
IB14778,43,FEMALE,DATA ENGINEER,SINGLE,6,42827,36410,5,RESTAURANT,"125,982",2,75739,8,6
IB14779,43,FEMALE,CLERK,MARRIED,3,,24020,5,DINNING,"404,473",5,34322,6,6
IB14781,51,FEMALE,TEACHER,SINGLE,2,77986,47143,3,BUSINESS,"903,614",6,55757,0,4
IB14783,39,FEMALE,FARMER,MARRIED,5,73656,18108,3,HOUSING,"328,952",8,84200,1,5
IB14785,47,FEMALE,DRIVER,SINGLE,5,38687,17562,8,HOUSING,"180,826",5,81601,6,1
IB14787,57,MALE,CLERK,MARRIED,5,49076,18730,4,HOUSING,"467,795",3,64234,7,4
IB14789,25,MALE,DRIVER,SINGLE,7,84394,48705,3,AUTOMOBILE,"878,858",6,43350,8,4
IB14792,35,MALE,BUSINESS,MARRIED,4,50604,19918,9,HOUSING,"164,081",7,16514,5,4
IB14794,32,FEMALE,CHARTERED APPRAISER,SINGLE,2,88323,40734,5,DINNING,"1,193,808",5,23946,2,2
IB14795,54,FEMALE,TEACHER,SINGLE,7,53832,18748,4,GOLD LOAN,"1,503,911",1,50787,9,1
IB14797,26,MALE,ACCOUNTANT,SINGLE,7,43350,31632,5,AUTOMOBILE,"1,630,901",4,79235,9,6
IB14799,52,FEMALE,NAVY,MARRIED,4,80188,28352,3,GOLD LOAN,"959,366",1,20815,2,0
IB14800,30,FEMALE,TEACHER,SINGLE,4,49370,21720,4,SHOPPING,"140,556",9,40378,7,7
IB14804,30,MALE,BUSINESS,SINGLE,2,53957,34709,7,GOLD LOAN,"1,765,055",8,37815,5,8
IB14806,48,MALE,ARMY,SINGLE,6,67129,16487,3,BUSINESS,"167,995",9,37222,4,6
IB14809,28,FEMALE,ACCOUNTANT,SINGLE,3,76844,27358,7,RESTAURANT,"1,582,924",1,73033,2,1
IB14811,27,MALE,TECHNICIAN,MARRIED,7,79600,41011,5,BUSINESS,"1,663,696",7,13355,2,2
IB14813,54,FEMALE,BUSINESS,MARRIED,2,89665,22796,3,RESTAURANT,"1,192,379",3,14820,2,7
IB14814,47,MALE,DIETICIAN,MARRIED,2,,24376,4,BUILDING,"95,270",6,30385,5,3
IB14817,38,FEMALE,EXECUTIVE,MARRIED,5,78167,33036,4,BUSINESS,"1,447,560",1,20435,7,5
IB14820,42,MALE,DRIVER,SINGLE,2,47217,16575,3,GOLD LOAN,"1,773,297",4,40373,8,1
IB14822,59,MALE,EXECUTIVE,MARRIED,7,57749,47280,8,BUSINESS,"661,461",7,79932,1,5
IB14825,31,MALE,TECHNICIAN,SINGLE,5,79363,18706,9,BUSINESS,"442,793",4,18431,9,5
IB14827,37,MALE,BANK MANAGER,SINGLE,2,35735,47037,9,RESTAURANT,"312,839",8,31432,3,7
IB14829,48,MALE,DRIVER,SINGLE,4,61021,16440,7,RESTAURANTS,"1,470,269",8,59449,3,8
IB14831,30,FEMALE,NAVY,SINGLE,6,51862,21101,5,HOUSING,"745,152",5,57851,6,8
IB14833,52,FEMALE,DIETICIAN,MARRIED,6,90687,49940,6,SHOPPING,"707,716",6,29454,8,7
IB14835,31,MALE,FARMER,MARRIED,7,85957,40246,6,AGRICULTURE,"109,000",6,28764,8,2
IB14837,38,MALE,DRIVER,SINGLE,7,45362,35895,9,HOUSING,"1,216,455",7,83458,3,7
IB14839,54,FEMALE,TECHNICIAN,SINGLE,5,34721,14789,2,TRAVELLING,"332,838",1,67426,0,3
IB14843,43,MALE,DOCTOR,SINGLE,4,50407,34413,4,AGRICULTURE,"1,143,937",9,57977,9,1
IB14845,42,MALE,DATA ENGINEER,MARRIED,7,82760,23568,5,GOLD LOAN,"1,513,708",5,56170,9,2
IB14846,52,MALE,POLICE,MARRIED,4,33581,21618,9,RESTAURANTS,"801,924",3,60215,1,9
IB14849,39,MALE,PILOT,MARRIED,7,63647,41007,9,AGRICULTURE,"1,283,523",8,28317,1,2
IB14850,42,MALE,AGRICULTURAL ENGINEER,MARRIED,2,86610,45744,4,HOUSING,"582,943",8,28192,0,8
IB14853,31,FEMALE,TEACHER,SINGLE,3,51227,17187,2,GOLD LOAN,"314,714",5,63843,7,3
IB14855,53,FEMALE,SOFTWARE ENGINEER,SINGLE,4,81210,21027,7,RESTAURANT,"740,375",7,35419,2,4
IB14857,32,FEMALE,DIETICIAN,SINGLE,3,40060,23989,6,GOLD LOAN,"400,085",6,41436,4,9
IB14859,45,MALE,DRIVER,MARRIED,6,40838,25788,6,AGRICULTURE,"1,182,282",6,37338,9,3
IB14862,50,FEMALE,TECHNICIAN,MARRIED,3,37938,33048,6,RESTAURANTS,"1,130,589",8,46120,4,8
IB14864,42,MALE,BANK MANAGER,MARRIED,4,32571,48072,9,AGRICULTURE,"729,793",6,51976,2,4
IB14867,46,FEMALE,CHARTERED APPRAISER,SINGLE,2,91088,42256,5,EDUCATIONAL LOAN,"347,254",9,37966,1,5
IB14869,44,MALE,CLERK,SINGLE,5,51555,12052,2,EDUCATIONAL LOAN,"1,377,455",8,29981,1,8
IB14871,56,MALE,EXECUTIVE,MARRIED,4,59534,33239,3,EDUCATIONAL LOAN,"349,976",6,18405,1,8
IB14873,42,FEMALE,PILOT,SINGLE,4,83053,22355,5,BOOK STORES,"323,075",6,84997,4,4
IB14875,48,FEMALE,BUSINESS,MARRIED,6,66922,26423,5,AGRICULTURE,"1,322,197",5,12086,2,5
IB14878,33,FEMALE,CHARTERED APPRAISER,SINGLE,4,58661,42768,4,GOLD LOAN,"1,290,966",9,72021,3,9
IB14881,58,MALE,ACCOUNTANT,MARRIED,4,57555,37068,6,HOME APPLIANCES,"675,232",7,70922,3,0
IB14883,59,MALE,AGRICULTURAL ENGINEER,SINGLE,5,72052,45311,4,HOME APPLIANCES,"576,136",1,75822,1,6
IB14886,42,FEMALE,BANK MANAGER,SINGLE,7,85632,37935,5,EDUCATIONAL LOAN,"688,435",3,74874,7,7
IB14889,41,FEMALE,DIETICIAN,SINGLE,3,96501,41529,6,GOLD LOAN,"1,694,354",3,35876,2,8
IB14892,42,MALE,TECHNICIAN,MARRIED,6,80241,41526,8,AUTOMOBILE,"1,599,511",1,87885,0,6
IB14894,33,FEMALE,NAVY,MARRIED,7,47356,28491,2,GOLD LOAN,"1,648,683",2,59025,8,6
IB14895,42,MALE,NAVY,MARRIED,3,39213,26716,5,HOUSING,"685,819",3,23887,2,1
IB14898,51,FEMALE,SOFTWARE ENGINEER,SINGLE,3,84966,42591,5,TRAVELLING,"1,179,496",4,58257,0,9
IB14900,35,MALE,TEACHER,MARRIED,5,,26535,3,HOUSING,"626,586",1,56137,3,3
IB14903,42,FEMALE,TECHNICIAN,SINGLE,3,42304,21760,9,BUSINESS,"1,630,952",6,21031,7,2
IB14904,28,FEMALE,DOCTOR,MARRIED,2,74657,46762,2,RESTAURANT,"474,793",4,56338,2,4
IB14907,42,FEMALE,DIETICIAN,SINGLE,7,51301,30975,5,RESTAURANT,"677,291",8,25850,8,5
IB14909,57,FEMALE,POLICE,SINGLE,3,44945,25513,8,GOLD LOAN,"453,196",2,54235,3,2
IB14911,24,FEMALE,SOFTWARE ENGINEER,SINGLE,5,56000,22376,5,SHOPPING,"206,750",4,23450,5,3
IB14914,45,MALE,DENTIST,MARRIED,6,75640,32456,6,HOUSING,"1,035,600",5,35400,6,6
IB14915,46,FEMALE,TEACHER,MARRIED,4,45678,23456,5,TRAVELLING,"456,790",6,24560,7,4
IBI4917,51,MALE,FIRE DEPARTMENT,MARRIED,6,57890,32456,6,HOME APPLIANCES,"345,789",7,32456,6,3
IBI4919,35,MALE,DOCTOR,MARRIED,5,67500,35670,7,HOUSING,"756,890",6,45670,4,7
IBI4921,43,FEMALE,NUTRITION,MARRIED,6,55650,31245,5,TRAVELLING,"456,780",6,23456,3,2
IB14924,39,MALE,ARMY,MARRIED,7,65750,23456,6,TRAVELLING,"567,890",5,34567,3,7
IB14926,46,FEMALE,BANK MANAGER,MARRIED,5,60740,31245,5,GOLD LOAN,"867,590",6,46700,3,4
IB14928,48,MALE,DATA ENGINEER,MARRIED,6,55675,25670,5,HOUSING,"1,067,890",6,34670,7,3
IB14929,35,FEMALE,ACCOUNTANT,MARRIED,5,45670,21345,5,TRAVELLING,"456,780",6,34560,4,4
IB14931,41,MALE,NAVY,MARRIED,5,72345,43210,6,TRAVELLING,"567,890",6,24580,2,1
IB14933,43,MALE,DOCTOR,SINGLE,4,55407,24413,4,HOUSING,"1,042,737",9,57977,9,1
IB14935,42,MALE,DATA ENGINEER,MARRIED,7,62760,21568,5,GOLD LOAN,"1,111,608",5,36170,9,2
IB14937,52,MALE,POLICE,MARRIED,4,43581,20619,9,RESTAURANTS,"701,924",3,50215,1,9
IB14938,39,MALE,PILOT,MARRIED,7,73647,45007,9,EDUCATIONAL LOAN,"1,083,523",8,25317,1,2
IB14941,42,MALE,AGRICULTURAL ENGINEER,MARRIED,2,76610,46744,4,HOUSING,"782,943",8,38192,0,8
IB14943,31,FEMALE,TEACHER,SINGLE,3,41227,19187,2,HOUSING,"414,714",5,53843,7,3
IB14945,53,FEMALE,SOFTWARE ENGINEER,MARRIED,4,71210,25027,7,RESTAURANT,"640,375",7,34419,2,4
IB14947,32,FEMALE,DIETICIAN,SINGLE,3,50060,28989,6,HOUSING,"600,085",6,45436,4,9
IB14949,45,MALE,DRIVER,MARRIED,6,45838,27788,6,HOME APPLIANCES,"482,282",6,36338,9,3
IB14951,56,MALE,TEACHER,MARRIED,7,54836,28984,4,ELECTRONICS,"592,037",2,32068,5,5
IB14953,29,MALE,SOFTWARE ENGINEER,SINGLE,5,50454,32210,4,SHOPPING,"763,036",6,36762,7,9
IB14955,34,MALE,BANK MANAGER,MARRIED,5,63070,25306,4,TRAVELLING,"387,941",4,15604,5,1
IB14957,55,MALE,AIRPORT OFFICER,MARRIED,7,66314,29648,7,EDUCATIONAL LOAN,"677,934",2,58193,9,0
IB14958,39,MALE,TEACHER,MARRIED,7,40801,26025,5,AUTOMOBILE,"745,310",1,50509,9,4
IB14960,51,FEMALE,BANK MANAGER,MARRIED,6,58697,35734,5,HOME APPLIANCES,"853,065",1,16304,6,7
IB14962,54,MALE,PRODUCT ENGINEER,MARRIED,4,42859,28441,6,AUTOMOBILE,"745,654",4,32078,8,9
IB14965,29,FEMALE,TEACHER,MARRIED,5,70106,36733,6,HOME APPLIANCES,"590,732",7,37254,0,3
IB14967,44,MALE,SOFTWARE ENGINEER,MARRIED,4,59512,36373,7,RESTAURANTS,"677,000",9,45098,6,1
IB14968,32,MALE,DRIVER,MARRIED,3,420792,26854,9,GOLD LOAN,"658,350",3,54906,3,5
IB14970,54,FEMALE,PILOT,MARRIED,6,88640,33705,8,COMPUTER SOFTWARES,"769,239",8,25536,5,7
IB14971,38,FEMALE,TEACHER,MARRIED,5,52815,22751,9,HOUSING,"605,610",9,47828,4,4
IB14973,42,FEMALE,NAVY,SINGLE,3,76184,37555,3,AUTOMOBILE,"868,435",5,34235,6,1
IB14974,33,FEMALE,BUSINESS,MARRIED,3,85562,49473,5,HOUSING,"1,178,327",8,18187,5,3
IB14976,30,MALE,CHARTERED APPRAISER,MARRIED,2,85225,39463,4,AUTOMOBILE,"989,600",3,30686,6,1
IB14978,44,FEMALE,TECHNICIAN,MARRIED,2,46379,25348,2,COMPUTER SOFTWARES,"456,414",7,32127,9,1
IB14980,33,MALE,POLICE,MARRIED,6,43763,25191,8,AUTOMOBILE,"460,038",4,35153,9,3
IB14982,36,FEMALE,DOCTOR,MARRIED,3,76820,27222,6,BUSINESS,"652,716",1,44979,4,4
IB14983,28,MALE,BUSINESS,MARRIED,5,35407,21876,9,GOLD LOAN,"157,459",4,36058,0,8
IB14985,58,MALE,CHARTERED APPRAISER,MARRIED,7,75630,35346,2,RESTAURANTS,"695,573",4,35538,2,3
IB14987,41,MALE,FARMER,SINGLE,5,78294,40744,8,BUILDING,"418,598",9,23866,8,9
IB14988,40,MALE,CLERK,MARRIED,7,58409,28566,6,TRAVELLING,"554,177",2,15938,7,3
